Grid Demand [W],PV Gen [W],Day-ahead Price [EUR/MWh]
4168.138075313807,22700.64853556485,63.81
860.625,15088.7125,75.26
-542.1666666666666,5229.754166666667,106.0
-1138.75,2302.670833333333,116.17
-6918.479166666667,0.0,101.0
-9929.875,0.0,85.0
-13311.25,0.0,69.62
-13615.479166666666,0.0,59.0
-13129.125,0.0,53.63
-12309.0625,0.0,41.76
-13254.520833333334,0.0,38.95
-12205.958333333334,0.0,35.92
-12174.083333333334,0.0,33.37
-12277.354166666666,1154.6708333333331,40.43
-6867.25,5899.858333333334,40.57
-1019.5,14975.9625,36.21
984.1041666666666,26297.3125,14.76
5180.0625,31935.604166666668,0.01
11147.354166666666,34615.67916666667,-0.07
22668.70833333333,40146.3,-9.94
22903.83333333333,37791.77916666667,-20.03
19697.83333333333,33775.120833333334,-20.06
21865.25,36294.80833333333,-18.96
14618.854166666666,29575.366666666665,-1.38
2424.958333333333,16168.908333333333,9.44
690.375,12125.766666666666,50.61
-155.6875,6404.125,65.53
-1192.6458333333333,1409.7791666666667,69.93
-4077.3333333333335,0.0,70.91
-8525.895833333334,0.0,65.56
-11167.5625,0.0,59.6
-12659.333333333334,0.0,52.82
-13092.083333333334,0.0,49.33
-12494.083333333334,0.0,49.42
-12686.125,0.0,49.79
-12663.854166666666,0.0,50.0
-12006.333333333334,0.0,52.35
-11837.895833333334,584.1541666666667,50.02
-11553.166666666666,1458.9166666666667,56.89
-6877.6875,5553.733333333334,57.79
-770.3125,14720.704166666666,57.76
136.89583333333334,17587.145833333332,59.16
165.41666666666666,19490.304166666665,59.25
3228.75,27016.720833333333,60.1
11824.6875,37097.1625,56.03
7217.395833333333,20507.033333333333,50.06
4055.0416666666665,18347.45833333333,48.94
4440.75,20825.45833333333,50.87
11623.166666666666,27282.795833333334,60.59
3391.2291666666665,17181.295833333334,68.52
-104.72916666666669,6178.820833333333,75.92
-451.0625,1436.925,80.0
-2338.7291666666665,0.0,76.01
-7934.020833333333,0.0,72.93
-10558.5625,0.0,60.3
-12305.5625,0.0,61.56
-12037.479166666666,0.0,56.05
-11620.770833333334,0.0,54.71
-11573.541666666666,0.0,51.24
-11115.645833333334,0.0,51.26
-11809.020833333334,0.0,59.24
-11654.75,108.62916666666666,82.18
-11222.895833333334,2669.25,89.92
-4460.229166666667,11540.9875,97.47
-3605.1875,12822.745833333332,87.74
749.2083333333334,26745.916666666668,82.8
267.1757322175732,21182.242677824263,79.95
4425.458333333333,31270.5375,76.83
5040.25,24602.720833333333,70.08
14815.854166666666,43335.675,64.2
19795.27083333333,42695.825,68.67
11708.541666666666,23179.554166666665,69.97
4347.4375,15447.354166666666,82.35
1057.1666666666667,8774.304166666667,95.6
-78.10416666666667,4322.004166666667,108.41
-357.2916666666667,1338.7791666666667,116.7
-3307.9166666666665,0.0,117.52
-7152.625,0.0,104.97
-9916.583333333334,0.0,92.91
-10275.208333333334,0.0,85.42
-10785.520833333334,0.0,78.59
-10255.354166666666,0.0,77.79
-10162.645833333334,0.0,75.03
-10162.916666666666,0.0,75.01
-9788.020833333334,0.0,78.78
-10946.666666666666,812.4916666666667,100.82
-6776.9375,5571.516666666666,130.0
-4801.5625,8517.795833333334,118.52
-13099.208333333334,3912.6541666666662,104.06
-13829.645833333334,3302.366666666667,96.23
-14023.416666666666,6412.979166666667,95.21
3723.6666666666665,33909.520833333336,94.79
8475.75,41529.19583333333,88.96
2443.8541666666665,29758.754166666666,85.48
3409.1875,23302.866666666665,85.42
-529.5833333333334,8007.633333333333,87.93
2143.458333333333,18977.716666666667,99.79
-6.291666666666667,8935.0375,115.42
-165.25210084033614,4548.546218487395,119.52
-2290.0416666666665,963.4583333333334,117.76
-7197.125,0.0,110.0
-10160.333333333334,0.0,104.9
-10017.791666666666,0.0,90.82
-10113.625,0.0,86.1
-9964.895833333334,0.0,80.23
-9658.770833333334,0.0,77.02
-10120.666666666666,0.0,76.65
-9762.708333333334,0.0,77.8
-9949.625,0.0,83.48
-10231.5625,586.7625,96.25
-8239.895833333334,5493.0625,108.23
-2955.6875,14541.45,123.04
-3843.375,15010.758333333331,114.68
304.2916666666667,24048.4,110.77
1350.5416666666667,28767.62083333333,101.98
6140.1875,36281.566666666666,98.44
6220.395833333333,30202.516666666663,95.91
6867.770833333333,30371.170833333334,90.83
7205.729166666667,26763.391666666663,90.02
4758.4375,20770.970833333333,88.91
1338.2291666666667,12968.3125,95.97
119.22916666666669,8165.8375,107.46
25.5625,5131.125,128.94
-291.4791666666667,846.6875,124.0
-1956.3958333333333,0.0,110.1
-4966.791666666667,0.0,99.22
-6328.916666666667,0.0,90.03
-9247.270833333334,0.0,85.53
-9619.267782426778,0.0,80.99
-10071.395833333334,0.0,78.15
-9595.4375,0.0,78.15
-9303.375,0.0,78.76
-9236.375,0.0,82.95
-9426.270833333334,543.5875,98.04
-4374.583333333333,7454.283333333334,125.1
-997.8333333333334,14677.0125,126.2
283.9583333333333,19907.679166666665,115.29
3205.333333333333,27701.341666666667,108.14
5776.020833333333,31607.55833333333,101.0
13396.4375,35628.5375,99.0
12839.541666666666,32750.5,88.79
20990.416666666668,39169.09166666667,82.99
16657.145833333332,32195.33333333333,81.48
5512.479166666667,18846.49583333333,85.11
9148.604166666666,22178.35,91.66
65.16666666666667,8199.170833333334,107.48
-15.291666666666666,3769.1375,110.95
-107.9375,307.2625,111.74
-3812.7291666666665,0.0,97.13
-5553.8125,0.0,83.0
-6999.8125,0.0,70.6
-10034.333333333334,0.0,65.03
-9598.979166666666,0.0,63.5
-9736.645833333334,0.0,62.97
-9297.0625,0.0,64.07
-9356.666666666666,0.0,64.23
-9731.854166666666,0.0,66.45
-10726.1875,28.5875,81.43
-8882.9375,2654.225,90.0
-7781.208333333333,5487.35,94.98
-5265.25,10401.133333333331,86.13
2434.7291666666665,24816.2125,77.52
779.8333333333334,18844.525,69.08
5717.916666666667,31799.07083333333,64.74
9137.229166666666,35120.2625,59.15
9055.1875,27448.275,54.64
3785.0833333333335,19058.666666666668,55.28
13362.145833333334,33629.3375,58.93
1899.0208333333333,14295.945833333331,65.21
1231.2291666666667,14184.65,77.96
38.29166666666666,5677.4,85.0
-212.5625,699.6791666666667,84.27
-4499.291666666667,0.0,80.98
-4792.395833333333,0.0,79.24
-9286.083333333334,0.0,67.55
-9368.979166666666,0.0,64.53
-8861.0,0.0,59.03
-9051.4375,0.0,57.78
-9056.8125,0.0,57.01
-8892.666666666666,0.0,58.07
-8975.4375,0.0,60.76
-8821.208333333334,495.7375,60.84
-4234.6875,5109.404166666666,62.83
-2156.208333333333,8956.295833333334,64.14
1318.1666666666667,19275.179166666665,59.9
634.8958333333334,19933.795833333334,56.14
1421.7083333333333,21805.93333333333,53.7
170.02083333333334,14106.395833333334,53.53
91.52083333333331,9335.395833333334,51.56
51.25,7501.858333333334,53.54
37.875,6564.629166666667,53.52
119.5,11173.391666666666,57.01
420.9791666666667,13329.104166666666,69.08
763.2291666666666,12973.520833333334,77.0
801.5208333333334,10364.45,80.08
-965.4166666666666,937.6166666666668,75.1
-3210.1875,0.0,69.0
-5670.145833333333,0.0,64.19
-8575.5,0.0,58.02
-9154.0625,0.0,16.02
-9268.583333333334,0.0,1.27
-9191.145833333334,0.0,0.67
-8718.458333333334,0.0,0.59
-8608.6875,0.0,0.07
-8966.666666666666,0.0,0.04
-8076.229166666667,703.6958333333333,0.04
-5093.0,5101.270833333333,-0.29
-3903.5,8885.7,-0.17
1389.7291666666667,19239.02083333333,-4.37
584.2708333333334,16244.208333333334,-9.96
2745.0416666666665,26646.725,-14.0
3815.4375,19301.170833333334,-20.08
10600.895833333334,25341.18333333333,-43.3
26126.479166666668,43030.60833333333,-63.03
17436.333333333332,29385.854166666668,-52.43
18617.875,29819.65,-28.59
5072.729166666667,14137.925,-4.34
4708.333333333333,15375.745833333332,40.74
244.91666666666663,8094.595833333334,62.0
-162.08333333333334,538.4416666666667,68.05
-176.54166666666666,0.0,65.9
-940.1875,0.0,63.73
-4894.916666666667,0.0,56.58
-5401.270833333333,0.0,44.04
-6905.125,0.0,39.2
-8327.083333333334,0.0,38.27
-8200.958333333334,0.0,31.92
-8047.916666666667,0.0,37.5
-8332.8125,0.0,50.88
-8184.895833333333,331.9916666666667,72.23
-6915.104166666667,3754.2791666666662,82.39
-2971.5,11906.841666666667,86.9
738.3891213389121,24726.55648535565,79.13
3965.4375,32738.854166666668,65.49
11655.1875,36554.895833333336,58.02
9129.479166666666,28081.0875,59.32
12761.541666666666,32257.65,54.24
6915.645833333333,23815.4375,50.85
12245.6875,30545.1625,54.97
9383.520833333334,23927.575,56.95
293.0833333333333,12320.3,74.96
103.375,10201.2125,91.37
160.89583333333334,8822.825,102.91
-134.875,806.4208333333333,107.61
-2325.270833333333,0.0,103.0
-5637.3125,0.0,96.34
-9653.556485355648,0.0,83.65
-10670.041666666666,0.0,73.65
-10393.791666666666,0.0,70.96
-10572.5,0.0,67.29
-10428.3125,0.0,65.06
-10184.895833333334,0.0,67.24
-10455.208333333334,0.0,70.51
-10395.0,463.31666666666666,85.96
-9442.166666666666,3702.1666666666665,105.23
-5069.25,10969.641666666666,115.0
1153.7708333333333,25559.641666666663,106.35
5417.520833333333,30564.7625,97.28
10315.125,34964.291666666664,88.12
9038.104166666666,28490.670833333334,84.6
7169.5,27010.94583333333,79.91
6699.832635983264,26007.280334728035,74.07
12780.979166666666,33826.558333333334,75.49
7564.25,24383.575,80.35
6154.1875,22402.5625,89.51
104.02083333333331,12955.05,104.54
-2981.6875,4994.825,116.29
-3917.6041666666665,943.6333333333332,137.17
-4367.083333333333,0.0,120.0
-6137.6875,0.0,111.6
-8321.270833333334,0.0,92.25
-8898.5,0.0,91.07
-9142.866108786611,0.0,85.1
-8604.333333333334,0.0,83.93
-8890.75,0.0,82.1
-8913.958333333334,0.0,82.32
-8554.916666666666,0.0,88.51
-8076.5,677.6125,107.96
-5911.0,4460.141666666666,134.04
-5260.604166666667,9565.970833333333,121.61
2528.6666666666665,23844.0375,108.98
8070.0,32502.43333333333,92.97
12796.625,37913.10833333333,88.63
13421.270833333334,34899.11666666667,84.6
22185.666666666668,42026.16666666666,82.21
21763.416666666668,39603.23333333333,80.29
17978.520833333332,34940.65833333333,82.96
7071.208333333333,23457.216666666667,88.05
-299.4166666666667,13336.045833333334,104.47
-628.4583333333334,11766.0625,115.0
-2525.895833333333,6218.470833333334,128.46
-3625.5416666666665,1752.1125,140.02
-4024.4166666666665,0.0,125.01
-6061.1875,0.0,117.0
-7167.145833333333,0.0,103.0
-8454.916666666666,0.0,96.67
-9959.791666666666,0.0,91.7
-10178.833333333334,0.0,90.05
-9498.354166666666,0.0,87.0
-9769.875,0.0,84.64
-9590.520833333334,0.0,87.02
-8865.083333333334,958.9375,106.92
-7303.791666666667,4231.745833333333,120.0
-3840.0833333333335,12124.358333333334,120.77
-284.5208333333333,18479.316666666666,109.0
7060.916666666667,32480.779166666667,102.72
8898.89121338912,35670.73221757322,98.06
13666.041666666666,35630.6625,95.0
12811.291666666666,34420.441666666666,91.94
19603.95833333333,39739.7625,92.99
15224.3125,33542.32083333333,94.95
14755.083333333334,31918.125,100.91
6378.020833333333,22789.93333333333,111.4
89.66666666666667,14024.004166666668,126.79
-5618.958333333333,5264.608333333334,145.0
-7818.354166666667,593.0666666666667,144.0
-8127.75,0.0,133.37
-7588.666666666667,0.0,119.0
-8741.5625,0.0,107.12
-11456.9375,0.0,94.87
-11105.270833333334,0.0,85.37
-10807.270833333334,0.0,81.01
-11279.5,0.0,79.96
-11118.895833333334,0.0,81.3
-11038.125,0.0,85.26
-10952.645833333334,13.4125,113.0
-8531.1875,3944.5833333333335,124.0
-4605.75,10013.616666666669,121.93
4888.916666666667,21865.39583333333,109.66
11131.041666666666,31104.1125,99.98
13837.895833333334,34317.07916666667,88.02
18297.8125,39907.80416666667,83.75
23124.9375,39190.625,74.05
23466.666666666668,39016.3,72.04
11311.770833333334,26393.33333333333,71.86
14766.020833333334,32078.716666666667,72.58
8342.104166666666,22646.966666666667,86.13
-289.1041666666667,14034.483333333334,104.91
-3171.9375,5597.191666666667,117.48
-4115.479166666667,660.5458333333333,115.68
-4583.041666666667,0.0,115.77
-4576.791666666667,0.0,106.91
-6354.041666666667,0.0,92.19
-9079.958333333334,0.0,78.02
-9557.05020920502,0.0,75.66
-9241.104166666666,0.0,71.55
-9542.6875,0.0,69.45
-9236.75,0.0,69.06
-9145.875,0.0,69.2
-8689.354166666666,427.2625,69.7
-5407.666666666667,4049.295833333333,73.51
-793.2083333333334,11399.525,75.02
3602.3125,22524.33333333333,73.86
9818.895833333334,31881.3,63.26
15535.854166666666,37518.9625,58.08
26047.916666666668,40704.92916666667,50.44
29564.916666666668,42412.4,1.48
25960.875,40339.79166666666,0.0
21444.39583333333,36424.05,9.89
17111.416666666668,30559.27083333333,50.35
8447.5625,21868.579166666663,58.85
912.9583333333334,13342.375,76.96
-3737.1458333333335,5357.7125,86.94
-4528.416666666667,638.8708333333333,88.56
-4541.166666666667,0.0,87.9
-5377.6875,0.0,85.03
-6991.5,0.0,78.08
-8509.770833333334,0.0,73.7
-10150.92050209205,0.0,69.88
-10291.25,0.0,64.92
-9576.875,0.0,62.43
-9677.895833333334,0.0,59.72
-9860.645833333334,0.0,59.98
-9186.166666666666,378.1833333333333,59.01
-5266.1875,4701.479166666667,58.34
-1663.1666666666667,11105.629166666668,57.53
2538.583333333333,21811.404166666667,53.54
8349.5,31039.5125,53.67
13131.3125,34478.32916666667,53.05
18397.4375,36300.25833333333,52.95
27083.416666666668,40915.74166666667,30.06
24939.5,38739.9875,12.5
18809.541666666668,32356.55833333333,20.41
12341.8125,26007.616666666665,51.32
6941.479166666667,19646.379166666666,67.05
-3507.020833333333,5339.191666666667,82.5
-5047.5625,237.52083333333331,91.99
-4492.354166666667,646.2875,94.95
-6175.875,0.0,93.45
-7202.895833333333,0.0,86.77
-9213.729166666666,0.0,76.95
-9867.979166666666,0.0,68.19
-10368.520833333334,0.0,65.03
-9923.270833333334,0.0,62.08
-10088.916666666666,0.0,60.13
-9778.354166666666,0.0,60.82
-10200.479166666666,0.0,68.06
-9486.291666666666,95.2,90.25
-8957.166666666666,2225.0625,100.48
-6435.020833333333,8333.908333333333,96.73
-7856.479166666667,8529.825,80.0
-2698.708333333333,15916.1875,69.84
3522.645833333333,26135.44583333333,53.13
7350.375,31511.24583333333,58.1
4844.4375,26804.791666666668,48.89
7711.0,32844.933333333334,42.74
2551.395833333333,20721.625,53.07
-646.1458333333334,14696.208333333334,53.15
-3040.1875,7520.395833333333,58.15
-4567.375,4786.1875,71.0
-7624.333333333333,188.40416666666667,78.13
-8158.0,0.0,79.12
-11320.75,0.0,76.9
-11884.9375,0.0,68.4
-12590.0625,0.0,60.02
-12727.645833333334,0.0,59.64
-12420.125523012552,0.0,49.93
-12669.458333333334,0.0,39.94
-12422.875,0.0,14.47
-12044.541666666666,0.0,33.88
-12166.936170212766,0.0,50.06
-9211.041666666666,339.62916666666666,64.35
-5980.895833333333,5312.479166666667,73.49
-3709.1666666666665,12767.6875,69.09
570.7708333333334,23990.30833333333,54.34
810.9166666666666,22378.20833333333,46.62
223.8125,17564.9625,30.52
4778.770833333333,31918.908333333333,28.91
8405.791666666666,31572.033333333333,41.15
18949.1875,40285.90416666667,39.99
2754.5,17897.4125,49.08
781.4375,11443.7875,54.18
-31.6875,4616.616666666667,69.09
9.270833333333334,3303.975,85.36
-2346.125,591.0458333333333,92.39
-3891.7291666666665,5.795833333333333,92.71
-4410.416666666667,0.0,88.97
-8666.916666666666,0.0,81.03
-9236.8125,0.0,68.22
-8946.75,0.0,61.65
-9297.0,0.0,60.62
-9169.604166666666,0.0,61.83
-9253.604166666666,0.0,63.28
-9054.0625,0.0,62.83
-9122.958333333334,0.0,65.85
-9360.770833333334,8.495833333333334,80.05
-11040.229166666666,1881.8416666666667,95.97
-11526.208333333334,3747.725,98.1
-10093.9375,6184.483333333334,96.52
-8238.1875,8796.866666666667,97.2
-1284.25,18645.75,95.92
2481.3125,23185.704166666663,83.69
1643.0208333333333,23416.966666666667,72.54
243.85416666666663,17013.120833333334,68.01
513.9791666666666,16762.491666666665,66.75
1559.0208333333333,14785.091666666667,66.77
-2088.583333333333,9474.55,75.04
-4370.395833333333,6990.208333333333,88.38
-6206.833333333333,2932.05,96.0
-7146.020833333333,92.4625,95.74
-7167.708333333333,0.0,87.71
-8302.729166666666,0.0,80.0
-9519.604166666666,0.0,66.99
-9899.5,0.0,65.6
-9908.833333333334,0.0,64.69
-9840.645833333334,0.0,62.69
-9855.895833333334,0.0,61.01
-9537.229166666666,0.0,60.54
-10166.0625,0.0,66.01
-9510.541666666666,90.1625,83.9
-9795.708333333334,1998.6791666666663,99.03
-8540.145833333334,4903.0625,102.02
-7761.666666666667,9502.654166666667,94.27
-3062.083333333333,15447.779166666667,89.91
-2240.8541666666665,17600.408333333333,90.74
-1156.4016736401677,17376.853556485356,92.65
1335.7916666666667,23805.5625,94.13
2967.5732217573222,20753.69037656904,89.9
-2643.020833333333,9653.479166666666,89.91
-3804.9375,11197.3625,91.93
-2163.2916666666665,10924.366666666669,100.51
-4611.770833333333,6374.020833333333,114.94
-6276.166666666667,1558.8333333333333,126.78
-6840.4375,111.50416666666666,128.12
-6825.604166666667,0.0,119.61
-9874.0,0.0,110.07
-8974.4375,0.0,100.0
-9406.583333333334,0.0,95.0
-8913.833333333334,0.0,86.22
-9163.791666666666,0.0,83.73
-9819.791666666666,0.0,83.2
-8884.416666666666,0.0,83.96
-9510.458333333334,0.0,88.7
-9081.916666666666,162.89166666666668,103.11
-8981.895833333334,2429.1291666666666,119.0
-6398.958333333333,7137.341666666666,124.74
-2692.6875,13622.420833333334,114.0
3121.2291666666665,31796.925,106.99
7637.375,39145.325,105.0
17118.333333333332,39486.24583333333,99.11
14736.875,30847.05,90.0
9766.666666666666,23983.55,85.18
23996.70833333333,37236.75,84.81
16997.916666666668,29835.975,90.01
8324.333333333334,20538.6125,103.31
1557.8125,11854.041666666666,113.27
-3.828451882845188,4439.799163179916,125.22
-82.22689075630252,380.327731092437,126.14
-2912.75,0.0,124.93
-3743.0416666666665,0.0,110.69
-5887.208333333333,0.0,106.0
-9679.208333333334,0.0,102.51
-9458.958333333334,0.0,95.2
-9434.458333333334,0.0,88.52
-9508.916666666666,0.0,83.31
-9384.708333333334,0.0,81.41
-9253.770833333334,0.0,82.17
-9098.895833333334,355.49583333333334,90.2
-6100.458333333333,3777.220833333333,93.11
-1968.0416666666667,8837.35,96.43
756.7291666666666,21151.24583333333,92.4
4599.25,30041.733333333334,81.95
13770.416666666666,35503.24166666667,79.11
25280.0,39134.09166666667,78.79
28092.229166666668,39719.24166666667,77.06
26335.33333333333,38398.254166666666,76.59
22978.14583333333,35013.291666666664,78.06
17129.583333333332,29156.166666666668,79.99
7173.5625,19040.77083333333,95.27
793.25,10953.7125,107.92
-53.79166666666666,3686.408333333333,112.08
-125.97916666666669,236.02916666666667,112.17
-3673.9375,0.0,108.0
-4983.6875,0.0,106.0
-8700.291666666666,0.0,96.86
-10469.5,0.0,84.91
-10438.3125,0.0,78.9
-9786.333333333334,0.0,74.99
-9565.25,0.0,72.18
-9571.6875,0.0,70.05
-9578.083333333334,0.0,67.34
-9585.145833333334,117.20416666666668,67.9
-7338.270833333333,2335.4416666666666,70.37
-5127.1875,4899.029166666666,74.47
-85.58333333333333,12273.733333333334,76.84
-99.1875,13576.504166666668,76.16
-4412.270833333333,2885.9375,77.31
-4217.25,5280.079166666666,76.44
-1548.7916666666667,9634.891666666666,71.2
111.91666666666669,12750.595833333333,68.8
-1753.3541666666667,8142.316666666667,66.75
-5527.166666666667,2853.55,68.6
-5027.6875,3905.370833333333,81.59
-124.89583333333331,11973.45,88.02
-4431.916666666667,4000.6875,95.0
-8867.8125,122.84583333333332,97.96
-9793.5,0.0,95.48
-9606.791666666666,0.0,90.1
-9801.916666666666,0.0,81.95
-9495.125,0.0,76.15
-9315.543933054394,0.0,75.93
-9429.3125,0.0,75.7
-9451.583333333334,0.0,73.52
-9618.270833333334,0.0,75.85
-10066.041666666666,0.0,78.44
-9815.3125,0.0,94.39
-10615.564853556483,1014.560669456067,111.29
-9844.8125,3412.6208333333334,115.94
-7289.208333333333,7179.966666666666,114.18
-1439.9163179916318,16253.677824267785,106.98
-873.7708333333334,15376.575,103.47
241.29166666666663,18172.63333333333,99.44
160.08333333333334,18553.43333333333,94.0
6177.1875,35831.129166666666,85.69
12583.1875,37498.1375,83.95
11972.25,29604.791666666668,83.95
5873.1875,19186.191666666666,94.96
837.1666666666666,10235.704166666666,105.0
-32.479166666666664,1406.9166666666667,114.18
-29.6875,68.15,110.99
-3257.4375,0.0,102.08
-4977.9375,0.0,93.92
-9585.645833333334,0.0,83.1
-10031.041666666666,0.0,80.75
-9731.5625,0.0,78.71
-9605.666666666666,0.0,78.4
-9611.979166666666,0.0,79.21
-9440.416666666666,0.0,80.77
-9471.708333333334,0.0,85.01
-9719.916666666666,186.74166666666667,100.2
-7361.6875,3755.9666666666662,110.45
-6315.583333333333,8264.65,122.0
215.875,18548.908333333333,106.97
3785.5,31237.033333333333,101.0
7697.125,34599.2375,96.0
2222.1041666666665,18794.20833333333,88.0
438.9583333333333,12591.829166666666,81.72
1822.8541666666667,16632.883333333335,80.43
1264.0,14205.1,81.68
-0.5,8100.3375,88.09
-4063.3541666666665,4567.433333333333,102.85
-2056.0416666666665,11165.983333333334,109.52
-6965.375,3109.3708333333334,122.5
-8128.458333333333,86.75833333333334,119.44
-7126.708333333333,0.0,106.3
-9202.125,0.0,100.0
-8839.375,0.0,89.59
-8615.708333333334,0.0,82.89
-8686.1875,0.0,81.7
-8463.5625,0.0,81.36
-8580.083333333334,0.0,81.26
-8387.208333333334,0.0,80.45
-8615.125,0.0,86.17
-8809.916666666666,182.05,101.31
-7505.145833333333,3170.6125,107.28
-3015.4375,9712.083333333334,106.94
235.27083333333331,21131.95833333333,95.12
2222.520833333333,30360.7375,84.46
8888.541666666666,37178.34583333333,81.73
19145.564853556487,41432.33891213389,74.03
20845.95833333333,39567.95416666667,69.4
19605.95833333333,38123.57083333333,63.34
19249.479166666668,36745.51666666667,64.64
13565.229166666666,29552.545833333334,71.84
5527.416666666667,19573.50833333333,80.95
1256.6666666666667,11183.079166666666,90.79
-14.625,3691.3958333333335,94.24
-74.52083333333333,179.77916666666667,96.0
-3351.270833333333,0.0,91.91
-4513.0,0.0,81.73
-5973.5,0.0,73.89
-8152.854166666667,0.0,74.1
-9513.333333333334,0.0,71.05
-9174.666666666666,0.0,70.98
-9004.4375,0.0,69.95
-9285.8125,0.0,71.95
-9058.9375,0.0,78.1
-9205.895833333334,39.35,96.07
-11293.020833333334,815.7916666666666,112.0
-13976.875,1228.3166666666666,124.65
-11956.3125,4356.383333333333,113.35
-11220.875,5124.75,104.23
-5168.291666666667,11396.6125,102.35
3808.1875,30201.6,100.15
9499.791666666666,40651.40416666667,91.62
9412.166666666666,31994.891666666663,85.56
5733.833333333333,21621.066666666666,82.22
12440.291666666666,26890.354166666668,79.85
1290.774058577406,12966.799163179916,91.21
515.625,8069.729166666667,100.91
-70.27083333333333,1876.9208333333331,107.63
-100.66666666666669,8.1875,109.0
-2475.083333333333,0.0,102.91
-4321.0625,0.0,95.92
-6154.333333333333,0.0,87.0
-8447.541666666666,0.0,87.12
-8818.583333333334,0.0,80.72
-8666.291666666666,0.0,79.74
-8575.25,0.0,78.48
-8770.0,0.0,78.09
-8523.166666666666,0.0,83.98
-8964.541666666666,29.47083333333333,101.63
-8763.208333333334,2803.2208333333333,113.0
-5919.125,9357.470833333333,117.19
-925.5416666666666,15240.808333333332,108.97
2661.875,26221.30833333333,104.82
402.5208333333333,11958.725,102.54
-3855.8541666666665,6034.545833333334,99.59
-487.5208333333333,15660.9125,91.9
532.1666666666666,18016.845833333333,84.31
3970.3333333333335,27776.55833333333,82.32
2940.0,18766.8875,84.8
998.0208333333334,12123.004166666668,96.6
88.64583333333333,4706.725,104.8
-263.2291666666667,1055.7666666666669,113.74
-3347.489539748954,0.0,113.07
-4138.104166666667,0.0,104.8
-7881.229166666667,0.0,99.9
-8662.145833333334,0.0,89.67
-8752.666666666666,0.0,88.75
-8744.4375,0.0,81.31
-8453.020833333334,0.0,77.7
-8591.708333333334,0.0,76.12
-8665.291666666666,0.0,77.3
-8511.625,0.0,76.62
-8995.333333333334,1.4625,78.03
-6905.895833333333,1998.4,85.0
-3486.0625,5557.7125,90.01
346.1875,16722.883333333335,91.55
871.6041666666666,15687.725,87.98
1630.0416666666667,14658.633333333331,86.08
241.95833333333331,16682.516666666666,81.01
3953.5416666666665,20274.029166666667,75.27
105.20833333333331,5719.05,70.28
94.0,5243.558333333333,68.22
846.875,12166.458333333334,74.56
672.625,9752.725,92.96
141.02083333333334,5591.0625,98.1
-551.3125,1088.8375,100.49
-3203.1875,59.29166666666666,101.32
-4660.458333333333,0.0,96.09
-8008.458333333333,0.0,94.08
-8435.625,0.0,84.44
-8250.708333333334,0.0,78.06
-8501.666666666666,0.0,73.57
-8297.25,0.0,70.54
-8365.479166666666,0.0,68.75
-8394.1875,0.0,67.3
-8179.229166666667,0.0,69.38
-8396.458333333334,0.0,70.72
-8229.5,491.05,73.35
-5683.25,4158.120833333333,77.04
-3616.8541666666665,5673.158333333334,80.72
-1862.0833333333333,8245.770833333334,80.65
221.33333333333331,12958.316666666668,83.61
-488.7083333333333,7276.304166666667,82.84
-2478.75,4797.708333333333,78.24
-2918.4375,5139.654166666666,74.91
-2375.25,5989.829166666666,73.83
-4203.786610878661,4342.807531380753,74.78
-4221.395833333333,4284.6875,88.75
-7071.333333333333,1324.6208333333334,95.98
-7469.791666666667,919.55,101.06
-8164.125,0.0,101.66
-8034.5,0.0,93.86
-8145.604166666667,0.0,91.65
-8058.5625,0.0,86.57
-7934.125,0.0,79.7
-8061.020833333333,0.0,78.42
-8040.979166666667,0.0,76.57
-8030.020833333333,0.0,72.8
-8034.6875,0.0,73.95
-8055.083333333333,0.0,79.64
-7999.1875,0.0,110.17
-9933.8125,1935.9583333333333,126.0
-12742.958333333334,2180.016666666667,131.92
-10254.958333333334,6184.625,132.92
-8121.708333333333,9005.754166666668,128.53
-2786.8541666666665,15338.916666666666,126.1
